District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year,Predicted_Production,Production_Gap,Gap_Percentage,Prediction_Accuracy,Performance
MULATIVU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009  Maha.csv,Maha,2008-2009,29707.518094364506,-29707.518094364506,-inf,-inf,Below Expected
ANURADHAPURA,29488.0,44355.0,6880.0,80724.0,29447.0,43163.0,6549.0,79159.0,5083.0,4522.0,3341.0,4633.0,63652.0,294898.0,2008-2009  Maha.csv,Maha,2008-2009,280741.8665501653,14156.133449834713,4.800349086746846,95.19965091325315,As Expected
POLONNARUWA,53569.0,2270.0,1459.0,57298.0,53472.0,2151.0,1306.0,56929.0,5280.0,4680.0,3783.0,5223.0,50359.0,263014.0,2008-2009  Maha.csv,Maha,2008-2009,249602.7827655931,13411.217234406911,5.099050710002856,94.90094928999714,Above Expected
TRINCOMALEE,14493.0,3211.0,5310.0,23014.0,14493.0,3211.0,5265.0,22969.0,4729.0,4419.0,3758.0,4463.0,21338.0,95236.0,2008-2009  Maha.csv,Maha,2008-2009,87959.03451882607,7276.965481173931,7.640981856833477,92.35901814316652,Above Expected
BATTICALOA,19198.0,1718.0,24989.0,45905.0,19185.0,1711.0,24958.0,45854.0,3656.0,3577.0,3630.0,3639.0,40471.0,147278.0,2008-2009  Maha.csv,Maha,2008-2009,122292.57041915218,24985.42958084782,16.964807765482842,83.03519223451715,Above Expected
AMPARA,60453.0,2302.0,7224.0,69979.0,60216.0,2068.0,6164.0,68448.0,5295.0,4151.0,4152.0,5158.0,65416.0,337390.0,2008-2009  Maha.csv,Maha,2008-2009,232779.04302270486,104610.95697729514,31.005944745634174,68.99405525436583,Above Expected
HAMBANTOTA,19516.0,4578.0,1480.0,25575.0,19321.0,4514.0,1480.0,25315.0,5445.0,4987.0,4281.0,5295.0,22117.0,117115.0,2008-2009  Maha.csv,Maha,2008-2009,116660.7371543505,454.2628456495004,0.3878775952264871,99.61212240477352,As Expected
UDA_WALAWE,11517.0,0.0,0.0,11517.0,11517.0,0.0,0.0,11517.0,6517.0,0.0,0.0,6517.0,11287.0,73557.0,2008-2009  Maha.csv,Maha,2008-2009,50779.99180846013,22777.00819153987,30.965113030085334,69.03488696991467,Above Expected
MAHAWELI_H,24849.0,0.0,0.0,24849.0,24849.0,0.0,0.0,24849.0,6036.0,0.0,0.0,6036.0,22285.0,134501.0,2008-2009  Maha.csv,Maha,2008-2009,105720.27355155742,28780.726448442583,21.39815053303885,78.60184946696114,Above Expected
COLOMBO,787.0,87.0,2741.0,3615.0,87.0,782.0,2734.0,3603.0,2957.0,2957.0,3018.0,3004.0,3063.0,9200.0,2009 Yala.csv,Yala,2009,9592.527075342668,-392.52707534266847,-4.266598645029005,95.733401354971,As Expected
GAMPAHA,2061.0,1665.0,4380.0,8106.0,1665.0,2061.0,4369.0,8095.0,3680.0,3439.0,3257.0,3390.0,6881.0,23329.0,2009 Yala.csv,Yala,2009,24098.1671211635,-769.1671211635003,-3.297042827225772,96.70295717277423,As Expected
KALUTARA,2034.0,126.0,10712.0,12872.0,126.0,2027.0,10709.0,12863.0,3033.0,2513.0,2969.0,2898.0,11866.0,34387.0,2009 Yala.csv,Yala,2009,33178.81341618675,1208.1865838132508,3.5134980772188644,96.48650192278113,As Expected
GALLE,65.0,0.0,13054.0,13120.0,0.0,63.0,13020.0,13084.0,0.0,3013.0,2997.0,2997.0,10239.0,30684.0,2009 Yala.csv,Yala,2009,27928.68140096665,2755.3185990333513,8.979659102572517,91.02034089742749,Above Expected
MATARA,3233.0,3785.0,8705.0,15722.0,3616.0,3231.0,8691.0,15538.0,4167.0,3624.0,3405.0,3628.0,12268.0,44501.0,2009 Yala.csv,Yala,2009,39755.945612754884,4745.054387245116,10.662803953270975,89.33719604672902,Above Expected
RATNAPURA,6466.0,1977.0,3535.0,11978.0,1975.0,6401.0,3464.0,11840.0,5118.0,3099.0,2555.0,3277.0,10064.0,32980.0,2009 Yala.csv,Yala,2009,35046.24558090553,-2066.245580905532,-6.265147304140485,93.73485269585952,Below Expected
KEGALLE,2447.0,0.0,5171.0,7617.0,0.0,2446.0,5164.0,7610.0,0.0,3449.0,3338.0,3374.0,7129.0,24051.0,2009 Yala.csv,Yala,2009,22035.922461680235,2015.0775383197652,8.378352410792754,91.62164758920724,Above Expected
KURUNEGALA,20370.0,7411.0,21134.0,48916.0,7005.0,19259.0,20253.0,46516.0,4477.0,3467.0,3270.0,3534.0,46516.0,164376.0,2009 Yala.csv,Yala,2009,191070.26285790015,-26694.262857900147,-16.239756934041555,83.76024306595845,Below Expected
PUTTALAM,6838.0,7221.0,1199.0,15258.0,6661.0,7018.0,1152.0,14831.0,4037.0,3382.0,3086.0,3653.0,12606.0,46053.0,2009 Yala.csv,Yala,2009,39489.59508409059,6563.404915909407,14.251850945452862,85.74814905454714,Above Expected
KANDY,3326.0,3713.0,2223.0,9262.0,3714.0,3279.0,2192.0,9185.0,4160.0,3158.0,3082.0,3545.0,7263.0,25747.0,2009 Yala.csv,Yala,2009,31460.906098542957,-5713.906098542957,-22.192512131677308,77.8074878683227,Below Expected
MATALE,3316.0,2562.0,528.0,6406.0,2533.0,3132.0,499.0,6163.0,4117.0,3386.0,2842.0,3642.0,5543.0,20188.0,2009 Yala.csv,Yala,2009,28966.630388561487,-8778.630388561487,-43.484398596004986,56.515601403995014,Below Expected
NUWARAELIYA,2176.0,656.0,52.0,2884.0,653.0,2154.0,51.0,2858.0,3070.0,2867.0,2867.0,2913.0,1611.0,4692.0,2009 Yala.csv,Yala,2009,12315.243877734603,-7623.243877734603,-162.4732284257162,-62.4732284257162,Below Expected
BADULLA,3693.0,4419.0,56.0,8168.0,4419.0,3498.0,56.0,7973.0,5352.0,3829.0,3829.0,4673.0,6777.0,31671.0,2009 Yala.csv,Yala,2009,38906.92719714411,-7235.927197144112,-22.847169957197792,77.15283004280221,Below Expected
MONARAGALA,3718.0,4369.0,253.0,8341.0,4101.0,3138.0,86.0,7325.0,3937.0,3274.0,3274.0,3645.0,7179.0,26167.0,2009 Yala.csv,Yala,2009,41004.392282578025,-14837.392282578025,-56.702687669882,43.297312330118,Below Expected
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009 Yala.csv,Yala,2009,8242.023271783622,-8242.023271783622,-inf,-inf,Below Expected
KILLINOCHCHI**,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009 Yala.csv,Yala,2009,24316.824875587743,-24316.824875587743,-inf,-inf,Below Expected
VAVUNIYA,211.0,42.0,0.0,253.0,30.0,179.0,0.0,209.0,4430.0,3924.0,0.0,3998.0,197.0,789.0,2009 Yala.csv,Yala,2009,19749.363806735655,-18960.363806735655,-2403.087934947485,-2303.087934947485,Below Expected
MULATIVU**,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009 Yala.csv,Yala,2009,24316.824875587743,-24316.824875587743,-inf,-inf,Below Expected
MANNAR**,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009 Yala.csv,Yala,2009,24316.824875587743,-24316.824875587743,-inf,-inf,Below Expected
ANURADHAPURA,6122.0,12040.0,65.0,18226.0,11881.0,5837.0,63.0,17781.0,4431.0,4415.0,4415.0,4426.0,14297.0,63275.0,2009 Yala.csv,Yala,2009,121361.15220268173,-58086.152202681726,-91.79952936022399,8.200470639776015,Below Expected
POLONNARUWA,1774.0,35089.0,0.0,36862.0,34859.0,1724.0,0.0,36583.0,4750.0,4473.0,0.0,4737.0,32362.0,153302.0,2009 Yala.csv,Yala,2009,181589.86948305785,-28287.869483057846,-18.45238123642082,81.54761876357918,Below Expected
TRINCOMALEE,1376.0,12574.0,0.0,13950.0,12572.0,1376.0,0.0,13947.0,4864.0,4726.0,4726.0,4851.0,12957.0,62850.0,2009 Yala.csv,Yala,2009,55818.35788940921,7031.642110590787,11.187974718521538,88.81202528147847,Above Expected
BATTICALOA,2255.0,13309.0,1510.0,17073.0,12376.0,2134.0,1510.0,16020.0,4262.0,4555.0,3071.0,4189.0,14140.0,59227.0,2009 Yala.csv,Yala,2009,68770.77452072692,-9543.774520726918,-16.113891503413846,83.88610849658616,Below Expected
AMPARA,1075.0,44981.0,171.0,46227.0,44082.0,1053.0,168.0,45303.0,4994.0,3895.0,3895.0,4964.0,43296.0,214941.0,2009 Yala.csv,Yala,2009,177205.28630020245,37735.71369979755,17.556312522877228,82.44368747712278,Above Expected
HAMBANTOTA,3010.0,17768.0,1127.0,21905.0,17734.0,3002.0,1117.0,21853.0,5264.0,4226.0,3227.0,5017.0,19093.0,95799.0,2009 Yala.csv,Yala,2009,101528.46267726732,-5729.462677267322,-5.9807124054189735,94.01928759458103,Below Expected
UDA_WALAWE,0.0,12188.0,0.0,12188.0,11944.0,0.0,0.0,11944.0,6105.0,0.0,0.0,6105.0,11705.0,71457.0,2009 Yala.csv,Yala,2009,51340.82373879008,20116.17626120992,28.151442491582234,71.84855750841777,Above Expected
MAHAWELI_H,0.0,6481.0,0.0,6481.0,6481.0,0.0,0.0,6481.0,4821.0,0.0,0.0,4821.0,5812.0,28020.0,2009 Yala.csv,Yala,2009,42666.506009732395,-14646.506009732395,-52.27161316820983,47.72838683179017,Below Expected
COLOMBO,119.0,1010.0,3635.0,4764.0,119.0,1010.0,3634.0,4763.0,3466.0,3352.0,3549.0,3505.0,4048.0,14190.0,2009-2010 Maha.csv,Maha,2009-2010,19185.632402523745,-4995.6324025237445,-35.20530234336677,64.79469765663323,Below Expected
GAMPAHA,1826.0,3116.0,7592.0,12534.0,1822.0,3097.0,7545.0,12464.0,3506.0,3455.0,3436.0,3451.0,10595.0,36560.0,2009-2010 Maha.csv,Maha,2009-2010,39678.850425895136,-3118.850425895136,-8.530772499713173,91.46922750028682,Below Expected
KALUTARA,133.0,2206.0,13030.0,15369.0,133.0,2194.0,12963.0,15289.0,3425.0,3373.0,3178.0,3208.0,14105.0,45245.0,2009-2010 Maha.csv,Maha,2009-2010,46565.51972416392,-1320.519724163918,-2.9185981305424202,97.08140186945758,As Expected
GALLE,0.0,151.0,17005.0,17156.0,0.0,151.0,16991.0,17142.0,0.0,4356.0,3276.0,3286.0,13415.0,44078.0,2009-2010 Maha.csv,Maha,2009-2010,49138.648402793,-5060.648402792998,-11.481120746841958,88.51887925315805,Below Expected
MATARA,3703.0,3303.0,8902.0,15908.0,3653.0,3298.0,8861.0,15811.0,3993.0,3604.0,3510.0,3641.0,12483.0,45455.0,2009-2010 Maha.csv,Maha,2009-2010,47608.11797866742,-2153.1179786674184,-4.736812184946471,95.26318781505353,As Expected
RATNAPURA,2102.0,7171.0,4213.0,13485.0,2102.0,7171.0,4213.0,13485.0,4559.0,3124.0,3030.0,3318.0,11463.0,38034.0,2009-2010 Maha.csv,Maha,2009-2010,43256.38477493911,-5222.384774939113,-13.730832347213317,86.26916765278668,Below Expected
KEGALLE,0.0,2706.0,5631.0,8337.0,0.0,2704.0,5628.0,8331.0,0.0,3804.0,3785.0,3791.0,7805.0,29589.0,2009-2010 Maha.csv,Maha,2009-2010,28381.53840845561,1207.46159154439,4.08077863917128,95.91922136082871,As Expected
KURUNEGALA,11735.0,28540.0,28483.0,68758.0,11735.0,28190.0,28098.0,68023.0,4838.0,4026.0,3704.0,4033.0,68023.0,274343.0,2009-2010 Maha.csv,Maha,2009-2010,241048.25050504465,33294.74949495535,12.1361760624311,87.8638239375689,Above Expected
PUTTALAM,3984.0,8380.0,2051.0,14415.0,3945.0,8299.0,1991.0,14236.0,4456.0,3866.0,3462.0,3973.0,12100.0,48075.0,2009-2010 Maha.csv,Maha,2009-2010,48085.99321216765,-10.993212167646561,-0.02286679598054407,99.97713320401945,As Expected
KANDY,4138.0,5754.0,3945.0,13837.0,4138.0,5751.0,3936.0,13826.0,4314.0,3109.0,3112.0,3470.0,10934.0,37943.0,2009-2010 Maha.csv,Maha,2009-2010,43477.34390862269,-5534.343908622694,-14.585941830173402,85.4140581698266,Below Expected
MATALE,6375.0,9025.0,4848.0,20248.0,6294.0,8962.0,4832.0,20088.0,5034.0,4046.0,4619.0,4494.0,18065.0,81175.0,2009-2010 Maha.csv,Maha,2009-2010,72369.86815579653,8805.131844203468,10.847098052606674,89.15290194739333,Above Expected
NUWARAELIYA,1119.0,4265.0,202.0,5586.0,1119.0,4263.0,202.0,5583.0,4217.0,4113.0,4113.0,4134.0,3146.0,13007.0,2009-2010 Maha.csv,Maha,2009-2010,21652.820288546365,-8645.820288546365,-66.47051809445963,33.529481905540365,Below Expected
BADULLA,10903.0,10302.0,5819.0,27023.0,10897.0,10289.0,5802.0,26988.0,5081.0,4069.0,3356.0,4324.0,22940.0,99203.0,2009-2010 Maha.csv,Maha,2009-2010,86965.1920068123,12237.8079931877,12.336126924778181,87.66387307522182,Above Expected
MONARAGALA,9659.0,8406.0,9294.0,27360.0,9659.0,8406.0,9294.0,27360.0,5218.0,4159.0,3807.0,4413.0,26812.0,118331.0,2009-2010 Maha.csv,Maha,2009-2010,94031.54460535882,24299.455394641176,20.53515595629309,79.4648440437069,Above Expected
JAFFNA,0.0,0.0,8948.0,8948.0,0.0,0.0,8703.0,8703.0,0.0,0.0,2605.0,2605.0,7723.0,20117.0,2009-2010 Maha.csv,Maha,2009-2010,22336.745745081134,-2219.7457450811344,-11.03417877954533,88.96582122045467,Below Expected
KILLINOCHCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-2010 Maha.csv,Maha,2009-2010,39077.36495117481,-39077.36495117481,-inf,-inf,Below Expected
VAVUNIYA,1634.0,2868.0,328.0,4830.0,1633.0,2868.0,328.0,4830.0,5275.0,5362.0,5873.0,5367.0,4557.0,24457.0,2009-2010 Maha.csv,Maha,2009-2010,33051.467723391,-8594.467723390997,-35.14113637564295,64.85886362435704,Below Expected
MULATIVU,883.0,1298.0,0.0,2180.0,846.0,1298.0,0.0,2144.0,5316.0,5316.0,0.0,5316.0,2023.0,10753.0,2009-2010 Maha.csv,Maha,2009-2010,32748.49848495662,-21995.49848495662,-204.5522038961836,-104.55220389618361,Below Expected
MANNAR,7412.0,681.0,0.0,8093.0,7412.0,681.0,0.0,8093.0,5403.0,5403.0,0.0,5403.0,7727.0,41755.0,2009-2010 Maha.csv,Maha,2009-2010,40003.29930530674,1751.7006946932597,4.1951878689815825,95.80481213101842,As Expected
ANURADHAPURA,29894.0,43667.0,7901.0,81463.0,29874.0,43358.0,7831.0,81063.0,5357.0,4786.0,4030.0,4924.0,65183.0,320937.0,2009-2010 Maha.csv,Maha,2009-2010,280028.00407390075,40908.99592609925,12.746737187080095,87.2532628129199,Above Expected
POLONNARUWA,55804.0,2883.0,1626.0,60312.0,55800.0,2876.0,1625.0,60301.0,5414.0,4681.0,3820.0,5336.0,53342.0,284628.0,2009-2010 Maha.csv,Maha,2009-2010,251672.5650639437,32955.43493605629,11.578423393361263,88.42157660663874,Above Expected
TRINCOMALEE,15253.0,4759.0,6524.0,26535.0,15238.0,4759.0,6524.0,26521.0,4595.0,4340.0,3712.0,4332.0,24638.0,106727.0,2009-2010 Maha.csv,Maha,2009-2010,90976.57484491816,15750.425155081844,14.757676272247739,85.24232372775226,Above Expected
BATTICALOA,21619.0,2465.0,30771.0,54855.0,21095.0,2463.0,30771.0,54329.0,4233.0,4104.0,3886.0,4031.0,47951.0,193274.0,2009-2010 Maha.csv,Maha,2009-2010,180725.42233149125,12548.577668508748,6.492636189300552,93.50736381069945,Above Expected
AMPARA,59285.0,2301.0,8275.0,69861.0,59265.0,2301.0,8275.0,69840.0,5563.0,4490.0,4210.0,5368.0,66746.0,358274.0,2009-2010 Maha.csv,Maha,2009-2010,232470.16629234445,125803.83370765555,35.113860818160276,64.88613918183972,Above Expected
HAMBANTOTA,19724.0,4774.0,1600.0,26098.0,19641.0,4772.0,1599.0,26012.0,5465.0,4401.0,4052.0,5183.0,22726.0,117793.0,2009-2010 Maha.csv,Maha,2009-2010,117212.09878760135,580.9012123986467,0.4931542726636105,99.50684572733638,As Expected
UDA_WALAWE,13068.0,0.0,0.0,13068.0,13068.0,0.0,0.0,13068.0,6275.0,0.0,0.0,6275.0,12807.0,80361.0,2009-2010 Maha.csv,Maha,2009-2010,53659.38435055488,26701.61564944512,33.227082352689884,66.77291764731012,Above Expected
MAHAWELI_H,25012.0,0.0,0.0,25012.0,25012.0,0.0,0.0,25012.0,6476.0,0.0,0.0,6476.0,22431.0,145263.0,2009-2010 Maha.csv,Maha,2009-2010,105111.30367770464,40151.696322295364,27.640690555953935,72.35930944404606,Above Expected
COLOMBO,510.0,79.0,2067.0,2656.0,79.0,510.0,2067.0,2656.0,3523.0,3769.0,3059.0,3209.0,2258.0,7244.0,2010 Yala.csv,Yala,2010,12974.89607021565,-5730.896070215649,-79.11231460816744,20.887685391832562,Below Expected
GAMPAHA,2196.0,1636.0,3996.0,7828.0,1634.0,2187.0,3989.0,7810.0,3994.0,3529.0,3648.0,3687.0,6638.0,24475.0,2010 Yala.csv,Yala,2010,27587.497227588367,-3112.4972275883665,-12.71704689515165,87.28295310484835,Below Expected
KALUTARA,1879.0,133.0,10014.0,12025.0,131.0,1874.0,9930.0,11935.0,2248.0,2842.0,2657.0,2682.0,11010.0,29527.0,2010 Yala.csv,Yala,2010,35911.56105344606,-6384.5610534460575,-21.62278949248504,78.37721050751496,Below Expected
GALLE,55.0,85.0,11593.0,11732.0,85.0,54.0,11546.0,11685.0,3509.0,3398.0,2937.0,2943.0,9144.0,26912.0,2010 Yala.csv,Yala,2010,27855.776783399535,-943.7767833995349,-3.506899462691494,96.49310053730851,As Expected
MATARA,3278.0,3700.0,8596.0,15574.0,3683.0,3237.0,8547.0,15467.0,3823.0,3263.0,3297.0,3415.0,12211.0,41703.0,2010 Yala.csv,Yala,2010,41914.000995172886,-211.00099517288618,-0.5059611902570227,99.49403880974297,As Expected
RATNAPURA,6299.0,2148.0,3017.0,11463.0,2147.0,6290.0,3011.0,11449.0,4795.0,3149.0,2475.0,3280.0,9731.0,31922.0,2010 Yala.csv,Yala,2010,37763.79016630315,-5841.790166303152,-18.30020100965839,81.6997989903416,Below Expected
KEGALLE,2322.0,0.0,4894.0,7216.0,0.0,2321.0,4889.0,7209.0,0.0,2923.0,2810.0,2846.0,6754.0,19222.0,2010 Yala.csv,Yala,2010,24203.794071649187,-4981.794071649187,-25.917147391786425,74.08285260821357,Below Expected
KURUNEGALA,23836.0,9160.0,23685.0,56682.0,9160.0,23664.0,23562.0,56386.0,4305.0,4083.0,3782.0,3993.0,56386.0,225159.0,2010 Yala.csv,Yala,2010,211963.37373113845,13195.626268861553,5.860581308702541,94.13941869129746,Above Expected
PUTTALAM,4962.0,4270.0,1344.0,10576.0,3962.0,4395.0,1079.0,9436.0,3700.0,3396.0,3773.0,3567.0,8021.0,28608.0,2010 Yala.csv,Yala,2010,40200.646320989465,-11592.646320989465,-40.52239345983454,59.47760654016546,Below Expected
KANDY,3419.0,3725.0,2978.0,10121.0,3725.0,3409.0,2969.0,10103.0,4187.0,3166.0,3250.0,3567.0,7989.0,28502.0,2010 Yala.csv,Yala,2010,37198.585186279844,-8696.585186279844,-30.512192780435914,69.48780721956409,Below Expected
MATALE,4815.0,5227.0,677.0,10719.0,5227.0,4815.0,676.0,10718.0,4993.0,3690.0,3163.0,4292.0,9639.0,41370.0,2010 Yala.csv,Yala,2010,39898.241000002075,1471.7589999979245,3.5575513657189375,96.44244863428106,As Expected
NUWARAELIYA,2292.0,673.0,65.0,3030.0,673.0,2223.0,64.0,2960.0,4474.0,4456.0,2604.0,4420.0,1668.0,7373.0,2010 Yala.csv,Yala,2010,14637.043997693934,-7264.043997693934,-98.52222972594514,1.477770274054862,Below Expected
BADULLA,4571.0,8019.0,75.0,12665.0,8019.0,4571.0,75.0,12665.0,5016.0,3558.0,3279.0,4480.0,10765.0,48224.0,2010 Yala.csv,Yala,2010,48756.258188026826,-532.2581880268262,-1.1037205292527088,98.89627947074729,As Expected
MONARAGALA,6067.0,6797.0,1152.0,14016.0,6795.0,6009.0,1079.0,13884.0,5093.0,3537.0,2392.0,4210.0,13606.0,57277.0,2010 Yala.csv,Yala,2010,53143.22561474426,4133.77438525574,7.217162884326587,92.78283711567342,Above Expected
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010 Yala.csv,Yala,2010,11409.066412863145,-11409.066412863145,-inf,-inf,Below Expected
KILLINOCHCHI,23.0,1445.0,0.0,1468.0,1445.0,23.0,0.0,1468.0,2581.0,2465.0,0.0,2579.0,1303.0,3360.0,2010 Yala.csv,Yala,2010,24860.046476803476,-21500.046476803476,-639.8823356191511,-539.8823356191511,Below Expected
VAVUNIYA,332.0,502.0,0.0,834.0,502.0,325.0,0.0,827.0,5014.0,4277.0,0.0,4724.0,780.0,3685.0,2010 Yala.csv,Yala,2010,23422.664677957728,-19737.664677957728,-535.6218365795856,-435.62183657958565,Below Expected
MULATIVU,111.0,1072.0,0.0,1183.0,1050.0,100.0,0.0,1150.0,3888.0,3764.0,0.0,3877.0,1085.0,4207.0,2010 Yala.csv,Yala,2010,22843.985609486044,-18636.985609486044,-442.9994202397443,-342.9994202397443,Below Expected
MANNAR,0.0,600.0,0.0,600.0,600.0,0.0,0.0,600.0,3909.0,0.0,0.0,3909.0,573.0,2240.0,2010 Yala.csv,Yala,2010,17016.350144183765,-14776.350144183765,-659.6584885796324,-559.6584885796324,Below Expected
ANURADHAPURA,8590.0,14204.0,92.0,22887.0,14199.0,8516.0,92.0,22808.0,5140.0,4477.0,3766.0,4887.0,18340.0,89625.0,2010 Yala.csv,Yala,2010,129578.76397330381,-39953.76397330381,-44.57881614873507,55.42118385126493,Below Expected
POLONNARUWA,2395.0,55906.0,0.0,58301.0,55906.0,2395.0,0.0,58300.0,5121.0,4474.0,0.0,5095.0,51572.0,262738.0,2010 Yala.csv,Yala,2010,241509.38164386016,21228.618356139836,8.079767051640735,91.92023294835927,Above Expected
TRINCOMALEE,1086.0,12030.0,0.0,13116.0,12013.0,1046.0,0.0,13059.0,4869.0,4670.0,0.0,4853.0,12132.0,58879.0,2010 Yala.csv,Yala,2010,57894.03069261641,984.9693073835879,1.6728703058536794,98.32712969414632,As Expected
BATTICALOA,2580.0,17999.0,322.0,20901.0,17992.0,2580.0,322.0,20894.0,4051.0,3725.0,3869.0,4008.0,18441.0,73906.0,2010 Yala.csv,Yala,2010,81965.38984496826,-8059.38984496826,-10.904919553173302,89.0950804468267,Below Expected
AMPARA,1656.0,57516.0,83.0,59255.0,57457.0,1656.0,83.0,59196.0,4903.0,3996.0,4408.0,4877.0,56574.0,275913.0,2010 Yala.csv,Yala,2010,217438.97105221997,58474.028947780025,21.1929227502075,78.8070772497925,Above Expected
HAMBANTOTA,3539.0,19460.0,1256.0,24255.0,19460.0,3529.0,1255.0,24244.0,5338.0,4373.0,3730.0,5114.0,21182.0,108332.0,2010 Yala.csv,Yala,2010,106733.55229527841,1598.4477047215914,1.4755083490765346,98.52449165092347,As Expected
UDA_WALAWE,0.0,14317.0,0.0,14317.0,14317.0,0.0,0.0,14317.0,6526.0,0.0,0.0,6526.0,14030.0,91555.0,2010 Yala.csv,Yala,2010,53926.118503863625,37628.881496136375,41.09975588022104,58.90024411977896,Above Expected
MAHAWELI_H,0.0,15824.0,0.0,15824.0,15824.0,0.0,0.0,15824.0,5574.0,0.0,0.0,5574.0,14191.0,79097.0,2010 Yala.csv,Yala,2010,60134.66294349633,18962.337056503668,23.973522455344284,76.02647754465572,Above Expected
COLOMBO,102.0,972.0,3577.0,4651.0,100.0,967.0,3558.0,4625.0,3070.0,2684.0,2702.0,2706.0,3931.0,10639.0,2010-2011 Maha.csv,Maha,2010-2011,14948.274621235632,-4309.274621235632,-40.50450814207757,59.49549185792243,Below Expected
GAMPAHA,1928.0,3298.0,7814.0,13041.0,1924.0,3295.0,7812.0,13032.0,3401.0,3221.0,2910.0,3061.0,11077.0,33905.0,2010-2011 Maha.csv,Maha,2010-2011,37741.206461443195,-3836.2064614431947,-11.314574432806946,88.68542556719305,Below Expected
KALUTARA,130.0,2167.0,12727.0,15024.0,130.0,2151.0,12723.0,15005.0,3098.0,3020.0,2898.0,2917.0,13842.0,40382.0,2010-2011 Maha.csv,Maha,2010-2011,42749.82424990486,-2367.8242499048574,-5.863563592454206,94.1364364075458,Below Expected
KANDY,4164.0,5738.0,3926.0,13828.0,4155.0,5508.0,3193.0,12856.0,3699.0,3106.0,2394.0,3121.0,10167.0,31730.0,2010-2011 Maha.csv,Maha,2010-2011,40021.87346262545,-8291.873462625452,-26.13259836944674,73.86740163055326,Below Expected
MATALE,6360.0,8664.0,4790.0,19814.0,6321.0,8488.0,4756.0,19565.0,4204.0,3216.0,3477.0,3599.0,17595.0,63319.0,2010-2011 Maha.csv,Maha,2010-2011,65993.97121048151,-2674.9712104815117,-4.224594845909619,95.77540515409038,As Expected
NUWARAELIYA,1100.0,4287.0,197.0,5584.0,1100.0,4276.0,196.0,5572.0,4094.0,3786.0,3786.0,3847.0,3140.0,12077.0,2010-2011 Maha.csv,Maha,2010-2011,16241.43586980283,-4164.43586980283,-34.48237037180451,65.5176296281955,Below Expected
GALLE,88.0,142.0,16466.0,16697.0,88.0,142.0,16442.0,16673.0,3888.0,3888.0,2955.0,2968.0,13048.0,38731.0,2010-2011 Maha.csv,Maha,2010-2011,41260.89794050451,-2529.89794050451,-6.531971651918386,93.46802834808162,Below Expected
MATARA,3725.0,3301.0,8899.0,15925.0,3203.0,3160.0,8152.0,14515.0,3737.0,3417.0,3393.0,3474.0,11460.0,39811.0,2010-2011 Maha.csv,Maha,2010-2011,44153.383777546806,-4342.3837775468055,-10.907497368935234,89.09250263106476,Below Expected
HAMBANTOTA,29686.0,4789.0,1609.0,36084.0,29487.0,4449.0,1524.0,35460.0,6120.0,4175.0,3818.0,5779.0,30982.0,179043.0,2010-2011 Maha.csv,Maha,2010-2011,133394.11467471856,45648.885325281444,25.496045824344684,74.50395417565531,Above Expected
JAFFNA,0.0,0.0,9221.0,9221.0,0.0,0.0,8636.0,8636.0,0.0,0.0,2659.0,2659.0,7664.0,20381.0,2010-2011 Maha.csv,Maha,2010-2011,18411.804909959927,1969.1950900400734,9.661915951327577,90.33808404867243,Above Expected
KILLINOCHCHI,11670.0,597.0,7957.0,20224.0,6232.0,510.0,5462.0,12204.0,3106.0,2992.0,2553.0,2854.0,10830.0,30907.0,2010-2011 Maha.csv,Maha,2010-2011,59984.40261648964,-29077.402616489642,-94.08031389811254,5.919686101887464,Below Expected
MANNAR,9882.0,1766.0,45.0,11693.0,9289.0,1660.0,43.0,10992.0,4157.0,3158.0,2788.0,4001.0,10495.0,41990.0,2010-2011 Maha.csv,Maha,2010-2011,39984.39626371748,2005.6037362825227,4.776384225488266,95.22361577451173,As Expected
VAVUNIYA,3632.0,9445.0,612.0,13689.0,3144.0,8876.0,571.0,12591.0,4359.0,4095.0,3616.0,4139.0,11880.0,49171.0,2010-2011 Maha.csv,Maha,2010-2011,37331.88092668186,11839.119073318143,24.07744213727226,75.92255786272774,Above Expected
