District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year,Predicted_Production,Production_Gap,Gap_Percentage,Prediction_Accuracy,Performance
COLOMBO,1141.0,85.0,3367.0,4594.0,85.0,1141.0,3365.0,4592.0,2564.0,3426.0,3218.0,3251.0,3903.0,12687.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,14959.557385450273,-2272.5573854502727,-17.91248825924389,82.08751174075611,Below Expected
GAMPAHA,1170.0,1192.0,7811.0,10173.0,1191.0,1170.0,7809.0,10170.0,3226.0,3500.0,3430.0,3408.0,8644.0,29460.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,35117.077062341545,-5657.077062341545,-19.202569797493364,80.79743020250663,Below Expected
KALUTARA,1938.0,96.0,11608.0,13642.0,93.0,1936.0,11581.0,13610.0,3344.0,2594.0,2913.0,2865.0,12556.0,35971.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,41068.76155746674,-5097.761557466743,-14.171864995320519,85.82813500467948,Below Expected
GALLE,175.0,0.0,14323.0,14498.0,0.0,174.0,13769.0,13943.0,0.0,3614.0,3719.0,3711.0,10912.0,40494.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,37100.10302277413,3393.8969772258715,8.381234200686203,91.61876579931379,Above Expected
MATARA,2809.0,3615.0,8439.0,14862.0,3610.0,2752.0,8333.0,14695.0,4415.0,3859.0,3498.0,3785.0,11602.0,43912.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,44527.25488277261,-615.2548827726132,-1.401108769294528,98.59889123070548,As Expected
RATNAPURA,6733.0,1899.0,3786.0,12419.0,1899.0,6627.0,3702.0,12228.0,4138.0,2895.0,2717.0,3028.0,10394.0,31472.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,39096.64457451141,-7624.644574511411,-24.226755765478554,75.77324423452144,Below Expected
KEGALLE,2284.0,0.0,6638.0,8923.0,0.0,2282.0,6636.0,8919.0,0.0,3549.0,3361.0,3403.0,8355.0,28430.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,25886.210152048465,2543.789847951535,8.947554864409199,91.0524451355908,Above Expected
KURUNEGALA,24805.0,11742.0,24874.0,61421.0,11733.0,24598.0,24163.0,60493.0,4354.0,3231.0,3354.0,3492.0,60493.0,211245.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,235063.3909450809,-23818.3909450809,-11.275244831868637,88.72475516813137,Below Expected
PUTTALAM,5133.0,4745.0,683.0,10561.0,4725.0,5108.0,677.0,10510.0,4190.0,3279.0,3626.0,3704.0,8933.0,33090.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,42317.10251428276,-9227.102514282757,-27.884867072477356,72.11513292752264,Below Expected
KANDY,5411.0,4034.0,4117.0,13563.0,4034.0,5394.0,4098.0,13526.0,4718.0,2777.0,3232.0,3488.0,10697.0,37309.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,40194.19842789752,-2885.1984278975215,-7.733250496924391,92.2667495030756,Below Expected
MATALE,7147.0,5328.0,3438.0,15913.0,5328.0,7095.0,3361.0,15783.0,4568.0,3633.0,3520.0,3918.0,14194.0,55614.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,51927.55268359476,3686.4473164052397,6.628631848824468,93.37136815117553,Above Expected
NUWARAELIYA,4406.0,1233.0,121.0,5760.0,1233.0,4405.0,121.0,5759.0,3795.0,4577.0,3178.0,4374.0,3245.0,14194.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,16280.211228672817,-2086.211228672817,-14.697838725326315,85.30216127467368,Below Expected
BADULLA,8666.0,10359.0,3087.0,22112.0,10359.0,8666.0,3087.0,22112.0,5006.0,3923.0,2771.0,4264.0,18795.0,80143.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,79743.73212020597,399.2678797940316,0.4981943273823436,99.50180567261765,As Expected
MONARAGALA,5762.0,4841.0,5311.0,15913.0,4795.0,5761.0,5306.0,15862.0,4539.0,3908.0,3362.0,3910.0,15545.0,60780.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,63052.30170005166,-2272.301700051663,-3.7385681145963523,96.26143188540365,As Expected
JAFFNA,0.0,0.0,7636.0,7636.0,0.0,0.0,7231.0,7231.0,0.0,0.0,2214.0,2214.0,6417.0,14207.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,17350.27900047878,-3143.2790004787785,-22.12486098739198,77.87513901260802,Below Expected
KILLINOCHCHI,526.0,9759.0,9185.0,19470.0,8492.0,491.0,8129.0,17113.0,3859.0,3866.0,3047.0,3461.0,15186.0,52558.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,62185.20493752637,-9627.204937526367,-18.317296962453607,81.68270303754639,Below Expected
VAVUNIYA,5237.0,3039.0,163.0,8439.0,3017.0,5162.0,143.0,8322.0,3463.0,3873.0,1944.0,3685.0,7851.0,28934.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,33256.60546031005,-4322.605460310049,-14.93953639424224,85.06046360575776,Below Expected
MULATIVU,2697.0,4417.0,4704.0,11819.0,4172.0,2475.0,3714.0,10362.0,3704.0,4528.0,2503.0,3464.0,9776.0,33863.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,34987.50951800107,-1124.5095180010685,-3.3207616513630467,96.67923834863696,As Expected
MANNAR,1388.0,8117.0,24.0,9529.0,8117.0,1388.0,24.0,9529.0,4236.0,4127.0,0.0,4203.0,9098.0,38240.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,38496.55609487004,-256.55609487003676,-0.6709102899321046,99.32908971006789,As Expected
ANURADHAPURA,32157.0,25693.0,3303.0,61153.0,25692.0,32050.0,3269.0,61011.0,4965.0,4272.0,4098.0,4549.0,49059.0,223169.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,243282.05734778728,-20113.057347787282,-9.01247814337443,90.98752185662556,Below Expected
POLONNARUWA,1682.0,50341.0,1157.0,53180.0,49785.0,1491.0,946.0,52222.0,5048.0,4222.0,3627.0,4992.0,46196.0,230608.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,247812.96069924068,-17204.960699240677,-7.460695508933202,92.5393044910668,Below Expected
TRINCOMALEE,3386.0,15285.0,6351.0,25022.0,15023.0,3357.0,6257.0,24637.0,4332.0,3990.0,2945.0,3927.0,22888.0,89880.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,90524.80694123755,-644.806941237548,-0.7174087018664308,99.28259129813357,As Expected
BATTICALOA,1913.0,17598.0,26671.0,46182.0,17108.0,1897.0,26313.0,45318.0,2653.0,2895.0,2141.0,2360.0,39997.0,94394.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,131020.56041599889,-36626.56041599889,-38.80178868995793,61.19821131004207,Below Expected
AMPARA,2108.0,52458.0,6171.0,60737.0,51325.0,2053.0,5910.0,59288.0,4461.0,3893.0,3029.0,4292.0,56662.0,243191.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,228409.45021117677,14781.549788823235,6.078164812358695,93.9218351876413,Above Expected
HAMBANTOTA,3614.0,14251.0,1201.0,19066.0,13888.0,3590.0,1199.0,18678.0,4811.0,3614.0,3134.0,4467.0,16319.0,72893.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,103515.13797009242,-30622.137970092415,-42.00971008202765,57.99028991797235,Below Expected
UDA_WALAWE,0.0,8884.0,0.0,8884.0,8884.0,0.0,0.0,8884.0,5335.0,0.0,0.0,5335.0,8706.0,46447.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,46882.98763148277,-435.98763148277067,-0.9386777003525968,99.0613222996474,As Expected
MAHAWELI_H,0.0,25093.0,0.0,25093.0,25093.0,0.0,0.0,25093.0,5756.0,0.0,0.0,5756.0,22504.0,129523.0,2004 - 2005 Maha.csv,Maha,2004 - 2005,105327.71265558763,24195.28734441237,18.680301833969544,81.31969816603046,Above Expected
COLOMBO,1087.0,100.0,3236.0,4422.0,100.0,1085.0,3231.0,4416.0,3944.0,2858.0,3394.0,3275.0,3754.0,12292.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,16108.031174004993,-3816.031174004993,-31.044835453994406,68.95516454600559,Below Expected
GAMPAHA,1086.0,1227.0,7522.0,9835.0,1213.0,1071.0,7469.0,9753.0,3863.0,3541.0,3570.0,3603.0,8290.0,29869.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,35717.52791634497,-5848.527916344967,-19.58059498592175,80.41940501407825,Below Expected
KALUTARA,1896.0,94.0,11207.0,13197.0,93.0,1885.0,11182.0,13160.0,3207.0,3006.0,2833.0,2861.0,12140.0,34729.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,41492.16208100364,-6763.16208100364,-19.474105447907053,80.52589455209295,Below Expected
GALLE,175.0,0.0,13929.0,14104.0,0.0,175.0,13905.0,14079.0,0.0,3861.0,3493.0,3498.0,11019.0,38540.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,37149.957333732484,1390.0426662675163,3.606753155857593,96.39324684414241,As Expected
MATARA,2901.0,3541.0,8341.0,14782.0,3541.0,2899.0,8228.0,14667.0,4437.0,3676.0,3971.0,4025.0,11580.0,46608.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,45110.59221503003,1497.407784969968,3.212769878497185,96.78723012150282,As Expected
RATNAPURA,6645.0,1868.0,3705.0,12219.0,1868.0,6631.0,3696.0,12196.0,4440.0,2836.0,2605.0,3012.0,10366.0,31221.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,39524.940834958994,-8303.940834958994,-26.597292959735412,73.40270704026459,Below Expected
KEGALLE,2223.0,0.0,6554.0,8777.0,0.0,2223.0,6553.0,8776.0,0.0,3940.0,4063.0,4032.0,8221.0,33151.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,27517.140783117753,5633.859216882247,16.99453777226101,83.00546222773899,Above Expected
KURUNEGALA,32699.0,12691.0,27942.0,73331.0,12691.0,32636.0,27879.0,73205.0,4262.0,3542.0,3512.0,3655.0,73205.0,267590.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,255737.5240830838,11852.475916916213,4.429341872609669,95.57065812739033,As Expected
PUTTALAM,5361.0,5309.0,689.0,11360.0,5287.0,5296.0,680.0,11263.0,3762.0,3095.0,3807.0,3451.0,9573.0,33039.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,43365.92112380458,-10326.921123804583,-31.25676056722232,68.74323943277768,Below Expected
KANDY,5174.0,3859.0,3752.0,12784.0,3859.0,4993.0,3744.0,12595.0,4726.0,3261.0,2960.0,3620.0,9960.0,36060.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,40249.29842320838,-4189.298423208384,-11.617577435408718,88.38242256459128,Below Expected
MATALE,7221.0,5144.0,3541.0,15906.0,5144.0,7206.0,3523.0,15874.0,4176.0,3177.0,3047.0,3472.0,14275.0,49562.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,52455.28421646236,-2893.284216462358,-5.837706744002175,94.16229325599782,Below Expected
NUWARAELIYA,4569.0,1244.0,121.0,5935.0,1244.0,4569.0,121.0,5934.0,3795.0,3934.0,3581.0,3898.0,3344.0,13032.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,18626.499954616465,-5594.499954616465,-42.928943789260785,57.071056210739215,Below Expected
BADULLA,8555.0,10395.0,3212.0,22162.0,10394.0,8550.0,3212.0,22156.0,4767.0,4030.0,3354.0,4278.0,18832.0,80562.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,79861.75567322037,700.2443267796334,0.8691992835078988,99.1308007164921,As Expected
MONARAGALA,6154.0,5444.0,5148.0,16746.0,5444.0,6154.0,5148.0,16746.0,4700.0,3616.0,3578.0,3957.0,16411.0,64932.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,71023.8679670865,-6091.867967086495,-9.381919495913408,90.61808050408659,Below Expected
JAFFNA,0.0,0.0,7568.0,7568.0,0.0,0.0,7249.0,7249.0,0.0,0.0,1977.0,1977.0,6433.0,12719.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,18503.070704973845,-5784.070704973845,-45.47582911371841,54.52417088628159,Below Expected
KILLINOCHCHI,446.0,6589.0,9429.0,16464.0,5731.0,388.0,8205.0,14324.0,3542.0,2538.0,3246.0,3345.0,12711.0,42522.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,47519.77492657429,-4997.77492657429,-11.753386309614527,88.24661369038547,Below Expected
VAVUNIYA,6169.0,2910.0,251.0,9330.0,2896.0,6156.0,251.0,9303.0,4023.0,3862.0,3341.0,3898.0,8777.0,34214.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,36091.85775964973,-1877.857759649727,-5.488565381568151,94.51143461843185,Below Expected
MULATIVU,2026.0,3795.0,3760.0,9581.0,3562.0,1974.0,3699.0,9235.0,3883.0,3125.0,3641.0,3624.0,8713.0,31576.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,34678.101065632225,-3102.101065632225,-9.824236969952576,90.17576303004742,Below Expected
MANNAR,1334.0,8375.0,6.0,9715.0,8040.0,1280.0,6.0,9326.0,4251.0,3234.0,0.0,4108.0,8904.0,36584.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,39562.16180589078,-2978.161805890777,-8.14061285231461,91.8593871476854,Below Expected
ANURADHAPURA,31093.0,27316.0,3373.0,61782.0,27306.0,31030.0,3369.0,61705.0,4778.0,4383.0,3694.0,4520.0,49617.0,224258.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,243458.86698394717,-19200.86698394717,-8.56195408143619,91.43804591856382,Below Expected
POLONNARUWA,1610.0,50434.0,1132.0,53176.0,49922.0,1607.0,1131.0,52659.0,4955.0,4460.0,3627.0,4911.0,46582.0,228781.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,245804.82559225347,-17023.825592253474,-7.441101137005902,92.5588988629941,Below Expected
TRINCOMALEE,2918.0,14918.0,5907.0,23743.0,14565.0,2897.0,5733.0,23195.0,4300.0,3419.0,3390.0,3965.0,21548.0,85439.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,85992.62156474749,-553.6215647474892,-0.647972898497746,99.35202710150226,As Expected
BATTICALOA,2058.0,17289.0,27426.0,46772.0,17156.0,2040.0,27378.0,46573.0,3346.0,3145.0,3125.0,3207.0,41106.0,131830.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,145110.44886406502,-13280.448864065023,-10.073920097144066,89.92607990285593,Below Expected
AMPARA,2031.0,54943.0,5741.0,62715.0,54942.0,2031.0,5660.0,62632.0,4729.0,3823.0,3364.0,4576.0,59858.0,273932.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,229248.23367666936,44683.76632333064,16.311992145251608,83.68800785474839,Above Expected
HAMBANTOTA,3527.0,15241.0,1112.0,19881.0,15241.0,3521.0,1111.0,19873.0,5249.0,4595.0,4099.0,5069.0,17363.0,88006.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,101251.37345090836,-13245.373450908359,-15.050534566857213,84.94946543314279,Below Expected
UDA_WALAWE,0.0,9904.0,0.0,9904.0,9904.0,0.0,0.0,9904.0,5681.0,0.0,0.0,5681.0,9706.0,55136.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,48874.602057341945,6261.397942658055,11.356278915151725,88.64372108484828,Above Expected
MAHAWELI_H,0.0,25106.0,0.0,25106.0,25106.0,0.0,0.0,25106.0,5303.0,0.0,0.0,5303.0,22515.0,119406.0,2005 - 2006 Maha.csv,Maha,2005 - 2006,104770.54313921688,14635.456860783117,12.256885634543588,87.7431143654564,Above Expected
COLOMBO,580.0,63.0,1621.0,2263.0,63.0,578.0,1616.0,2257.0,2138.0,2252.0,2506.0,2431.0,1918.0,4663.0,2005 Yala.csv,Yala,2005,10915.333568599795,-6252.333568599795,-134.0839281278103,-34.08392812781031,Below Expected
GAMPAHA,347.0,819.0,2321.0,3487.0,793.0,347.0,2268.0,3408.0,3369.0,3261.0,2441.0,2741.0,2897.0,7938.0,2005 Yala.csv,Yala,2005,22234.167391475177,-14296.167391475177,-180.09785073664875,-80.09785073664875,Below Expected
KALUTARA,1678.0,75.0,9726.0,11479.0,73.0,1668.0,9705.0,11446.0,2437.0,2444.0,2316.0,2335.0,10559.0,24656.0,2005 Yala.csv,Yala,2005,35085.47518701174,-10429.47518701174,-42.29994803298077,57.70005196701923,Below Expected
GALLE,72.0,0.0,9342.0,9414.0,0.0,61.0,9275.0,9336.0,0.0,3499.0,2783.0,2788.0,7306.0,20369.0,2005 Yala.csv,Yala,2005,25363.263808903834,-4994.263808903834,-24.518944518159135,75.48105548184087,Below Expected
MATARA,2803.0,3637.0,7676.0,14115.0,3628.0,2801.0,7673.0,14103.0,4060.0,3295.0,2794.0,3219.0,11134.0,35843.0,2005 Yala.csv,Yala,2005,39613.00548663522,-3770.005486635222,-10.51810810098268,89.48189189901731,Below Expected
RATNAPURA,5733.0,1815.0,2828.0,10375.0,1815.0,5687.0,2814.0,10316.0,3961.0,2928.0,2621.0,3026.0,8769.0,26532.0,2005 Yala.csv,Yala,2005,36902.90509794052,-10370.905097940522,-39.08828998168447,60.91171001831553,Below Expected
KEGALLE,1880.0,0.0,5894.0,7774.0,0.0,1877.0,5873.0,7750.0,0.0,3127.0,3062.0,3078.0,7260.0,22346.0,2005 Yala.csv,Yala,2005,23007.62386786154,-661.6238678615409,-2.960815662138821,97.03918433786117,As Expected
KURUNEGALA,17850.0,9271.0,17841.0,44961.0,9068.0,15010.0,12695.0,36773.0,3867.0,2763.0,2532.0,2955.0,36773.0,108670.0,2005 Yala.csv,Yala,2005,154193.10166712,-45523.101667120005,-41.8911398427533,58.1088601572467,Below Expected
PUTTALAM,3009.0,2522.0,396.0,5927.0,2414.0,2827.0,392.0,5634.0,3869.0,3065.0,2998.0,3405.0,4789.0,16304.0,2005 Yala.csv,Yala,2005,30177.438133967597,-13873.438133967597,-85.09223585603284,14.907764143967157,Below Expected
KANDY,2685.0,3828.0,2338.0,8852.0,3827.0,2647.0,2300.0,8774.0,4657.0,2494.0,2691.0,3489.0,6938.0,24208.0,2005 Yala.csv,Yala,2005,33661.10795066422,-9453.10795066422,-39.049520615764294,60.950479384235706,Below Expected
MATALE,2774.0,2144.0,450.0,5368.0,2140.0,2703.0,434.0,5276.0,3257.0,3275.0,2519.0,3205.0,4745.0,15210.0,2005 Yala.csv,Yala,2005,31068.343634634697,-15858.343634634697,-104.26261429740103,-4.262614297401029,Below Expected
NUWARAELIYA,1452.0,444.0,37.0,1932.0,435.0,1422.0,36.0,1893.0,2962.0,2881.0,3812.0,2917.0,1067.0,3112.0,2005 Yala.csv,Yala,2005,13490.292418290992,-10378.292418290992,-333.49268696307814,-233.49268696307814,Below Expected
BADULLA,3099.0,8273.0,22.0,11394.0,8273.0,3099.0,22.0,11394.0,4551.0,3457.0,3457.0,4251.0,9685.0,41170.0,2005 Yala.csv,Yala,2005,47696.56755919285,-6526.567559192852,-15.852726643655215,84.14727335634478,Below Expected
MONARAGALA,2371.0,3622.0,121.0,6114.0,3620.0,2342.0,121.0,6082.0,3951.0,3377.0,2988.0,3711.0,5961.0,22121.0,2005 Yala.csv,Yala,2005,44051.122237019845,-21930.122237019845,-99.13711964657948,0.8628803534205218,Below Expected
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005 Yala.csv,Yala,2005,9898.892525849033,-9898.892525849033,-inf,-inf,Below Expected
KILLINOCHCHI,42.0,5347.0,0.0,5389.0,4685.0,39.0,0.0,4724.0,3599.0,3350.0,0.0,3597.0,4192.0,15078.0,2005 Yala.csv,Yala,2005,27166.277028001157,-12088.277028001157,-80.17162109033796,19.828378909662035,Below Expected
VAVUNIYA,701.0,616.0,16.0,1332.0,616.0,699.0,16.0,1330.0,3873.0,3981.0,3981.0,3931.0,1255.0,4934.0,2005 Yala.csv,Yala,2005,21672.51208836583,-16738.51208836583,-339.2483195858498,-239.2483195858498,Below Expected
MULATIVU,478.0,1836.0,205.0,2519.0,1787.0,461.0,194.0,2442.0,3780.0,4037.0,3316.0,3792.0,2304.0,8737.0,2005 Yala.csv,Yala,2005,21805.256695740056,-13068.256695740056,-149.57372891999606,-49.57372891999606,Below Expected
MANNAR,135.0,958.0,0.0,1093.0,939.0,132.0,0.0,1071.0,4141.0,3815.0,0.0,4101.0,1023.0,4194.0,2005 Yala.csv,Yala,2005,16341.048635986286,-12147.048635986286,-289.62919971354995,-189.62919971354995,Below Expected
ANURADHAPURA,7150.0,17126.0,18.0,24294.0,17126.0,7117.0,18.0,24261.0,4316.0,4018.0,3331.0,4228.0,19508.0,82477.0,2005 Yala.csv,Yala,2005,129955.26195226138,-47478.26195226138,-57.56545697862602,42.43454302137398,Below Expected
POLONNARUWA,1840.0,48025.0,0.0,49865.0,48017.0,1812.0,0.0,49829.0,4778.0,4315.0,0.0,4761.0,44079.0,209846.0,2005 Yala.csv,Yala,2005,231154.4742154275,-21308.4742154275,-10.154338998802693,89.8456610011973,Below Expected
TRINCOMALEE,1552.0,14769.0,0.0,16321.0,13542.0,1552.0,0.0,15095.0,4447.0,4615.0,0.0,4464.0,14023.0,62603.0,2005 Yala.csv,Yala,2005,64324.02933779819,-1721.029337798187,-2.749116396655411,97.25088360334459,As Expected
BATTICALOA,1261.0,15458.0,0.0,16719.0,15455.0,1253.0,0.0,16707.0,3418.0,3854.0,0.0,3451.0,14746.0,50882.0,2005 Yala.csv,Yala,2005,68858.03531264458,-17976.035312644584,-35.328869369609265,64.67113063039073,Below Expected
AMPARA,1436.0,54705.0,183.0,56324.0,54703.0,1436.0,183.0,56322.0,4775.0,4452.0,4452.0,4766.0,53827.0,256551.0,2005 Yala.csv,Yala,2005,215620.25389237463,40930.74610762537,15.954233703094264,84.04576629690574,Above Expected
HAMBANTOTA,2269.0,13559.0,805.0,16633.0,13485.0,2210.0,798.0,16492.0,4357.0,3449.0,2916.0,4166.0,14409.0,60028.0,2005 Yala.csv,Yala,2005,89034.29233105693,-29006.29233105693,-48.321270625469666,51.678729374530334,Below Expected
UDA_WALAWE,0.0,9190.0,0.0,9190.0,9190.0,0.0,0.0,9190.0,5166.0,0.0,0.0,5166.0,9006.0,46529.0,2005 Yala.csv,Yala,2005,49711.3328008683,-3182.332800868302,-6.839460983189628,93.16053901681038,Below Expected
MAHAWELI_H,0.0,13479.0,0.0,13479.0,13466.0,0.0,0.0,13466.0,4843.0,0.0,0.0,4843.0,12077.0,58481.0,2005 Yala.csv,Yala,2005,52980.13708406388,5500.862915936123,9.40623948963958,90.59376051036043,Above Expected
COLOMBO,68.0,17.0,394.0,480.0,16.0,65.0,374.0,456.0,2702.0,2702.0,2502.0,2537.0,387.0,983.0,2006 Yala.csv,Yala,2006,8445.458148139167,-7462.458148139167,-759.1513884170058,-659.1513884170058,Below Expected
GAMPAHA,68.0,420.0,670.0,1158.0,409.0,64.0,628.0,1102.0,2839.0,2818.0,2526.0,2659.0,936.0,2490.0,2006 Yala.csv,Yala,2006,17920.61650590957,-15430.61650590957,-619.7034741329144,-519.7034741329144,Below Expected
KALUTARA,1437.0,22.0,8300.0,9759.0,22.0,1351.0,8012.0,9385.0,2910.0,2857.0,2665.0,2693.0,8657.0,23316.0,2006 Yala.csv,Yala,2006,29919.91153348864,-6603.911533488641,-28.323518328566827,71.67648167143318,Below Expected
GALLE,27.0,0.0,4886.0,4912.0,0.0,27.0,4869.0,4895.0,0.0,4205.0,2720.0,2728.0,3831.0,10453.0,2006 Yala.csv,Yala,2006,19162.983242970226,-8709.983242970226,-83.3252008320121,16.6747991679879,Below Expected
MATARA,2105.0,2929.0,6409.0,11443.0,2920.0,2105.0,6390.0,11415.0,3702.0,3324.0,3556.0,3550.0,9012.0,31996.0,2006 Yala.csv,Yala,2006,34623.70400673905,-2627.704006739048,-8.212601596259058,91.78739840374094,Below Expected
RATNAPURA,5263.0,1847.0,2410.0,9520.0,1843.0,5241.0,2397.0,9482.0,4267.0,3361.0,2690.0,3368.0,8060.0,27142.0,2006 Yala.csv,Yala,2006,31421.46460024544,-4279.464600245439,-15.766946430791537,84.23305356920847,Below Expected
KEGALLE,1432.0,0.0,4039.0,5471.0,0.0,1431.0,4037.0,5468.0,0.0,3340.0,3055.0,3130.0,5122.0,16030.0,2006 Yala.csv,Yala,2006,19281.61194407148,-3251.6119440714792,-20.28454113581709,79.7154588641829,Below Expected
KURUNEGALA,17221.0,10387.0,7484.0,35093.0,9868.0,16360.0,7110.0,33338.0,4291.0,3527.0,3058.0,3653.0,33338.0,121783.0,2006 Yala.csv,Yala,2006,139548.66776524598,-17765.667765245977,-14.58797021361436,85.41202978638565,Below Expected
PUTTALAM,3223.0,3276.0,283.0,6781.0,3119.0,3194.0,261.0,6574.0,4257.0,3121.0,2790.0,3647.0,5588.0,20378.0,2006 Yala.csv,Yala,2006,27575.45046107783,-7197.450461077831,-35.31970979035151,64.68029020964849,Below Expected
KANDY,2599.0,3797.0,1671.0,8067.0,3796.0,2595.0,1501.0,7893.0,4627.0,3215.0,3222.0,3895.0,6241.0,24313.0,2006 Yala.csv,Yala,2006,27975.707129712155,-3662.7071297121547,-15.064809483453933,84.93519051654607,Below Expected
MATALE,2965.0,3749.0,554.0,7268.0,3749.0,2965.0,554.0,7268.0,3925.0,3228.0,3224.0,3587.0,6536.0,23447.0,2006 Yala.csv,Yala,2006,28912.961273675137,-5465.961273675137,-23.311985642833356,76.68801435716665,Below Expected
NUWARAELIYA,1430.0,459.0,34.0,1923.0,449.0,1401.0,34.0,1883.0,3229.0,3069.0,3774.0,3120.0,1061.0,3311.0,2006 Yala.csv,Yala,2006,11358.160630022223,-8047.160630022223,-243.0432083969261,-143.0432083969261,Below Expected
BADULLA,3121.0,8198.0,18.0,11337.0,8182.0,3098.0,18.0,11298.0,4591.0,3855.0,3949.0,4388.0,9603.0,42141.0,2006 Yala.csv,Yala,2006,44071.74678486823,-1930.7467848682281,-4.581634951397043,95.41836504860295,As Expected
MONARAGALA,2398.0,4023.0,158.0,6579.0,4023.0,2398.0,158.0,6579.0,4383.0,3542.0,3516.0,4055.0,6448.0,26148.0,2006 Yala.csv,Yala,2006,40585.51434819254,-14437.51434819254,-55.21460283078071,44.78539716921929,Below Expected
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006 Yala.csv,Yala,2006,8641.36734167611,-8641.36734167611,-inf,-inf,Below Expected
KILLINOCHCHI,48.0,5187.0,0.0,5235.0,4451.0,37.0,0.0,4488.0,3563.0,3317.0,0.0,3561.0,3982.0,14180.0,2006 Yala.csv,Yala,2006,23551.449796115652,-9371.449796115652,-66.08920871731772,33.91079128268228,Below Expected
VAVUNIYA,428.0,293.0,0.0,721.0,291.0,420.0,0.0,710.0,4526.0,4367.0,0.0,4432.0,670.0,2970.0,2006 Yala.csv,Yala,2006,19379.26512221788,-16409.26512221788,-552.5005091655852,-452.5005091655852,Below Expected
MULATIVU,353.0,1653.0,749.0,2755.0,1570.0,335.0,712.0,2617.0,3742.0,3997.0,3283.0,3650.0,2469.0,9012.0,2006 Yala.csv,Yala,2006,18927.682413766677,-9915.682413766677,-110.02754564765509,-10.027545647655089,Below Expected
MANNAR,5.0,43.0,0.0,48.0,43.0,5.0,0.0,48.0,4100.0,3777.0,0.0,4067.0,46.0,185.0,2006 Yala.csv,Yala,2006,13398.958068779872,-13213.958068779872,-7142.680037178308,-7042.680037178308,Below Expected
