District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year
BADULLA,10984.0,10183.0,5890.0,27057.0,10980.0,10179.0,5887.0,27046.0,5183.0,4298.0,4776.0,4761.0,22989.0,109463.0,2014-2015 Maha.csv,Maha,2014-2015
MONARAGALA,7790.0,10351.0,17897.0,36038.0,7736.0,10231.0,17850.0,35817.0,4276.0,4453.0,3607.0,3993.0,35100.0,140155.0,2014-2015 Maha.csv,Maha,2014-2015
RATNAPURA,2197.0,6595.0,2959.0,11751.0,2197.0,6584.0,2955.0,11736.0,5126.0,3701.0,3528.0,3924.0,9975.0,39147.0,2014-2015 Maha.csv,Maha,2014-2015
KEGALLE,0.0,2178.0,4062.0,6240.0,0.0,2160.0,4022.0,6182.0,0.0,3733.0,3923.0,3857.0,5791.0,22335.0,2014-2015 Maha.csv,Maha,2014-2015
UDA_WALAWE,12366.0,0.0,0.0,12366.0,12366.0,0.0,0.0,12366.0,6425.0,0.0,0.0,6425.0,12119.0,77867.0,2014-2015 Maha.csv,Maha,2014-2015
MAHAWELI_H,23851.0,0.0,0.0,23851.0,23851.0,0.0,0.0,23851.0,6484.0,0.0,0.0,6484.0,21390.0,138696.0,2014-2015 Maha.csv,Maha,2014-2015
COLOMBO,39.0,249.0,1021.0,1309.0,39.0,242.0,1021.0,1302.0,2675.0,2874.0,2118.0,2275.0,1106.0,2516.0,2015 Yala.csv,Yala,2015
GAMPAHA,1388.0,1371.0,1833.0,4592.0,1382.0,1362.0,1832.0,4576.0,3390.0,3164.0,3213.0,3252.0,3889.0,12648.0,2015 Yala.csv,Yala,2015
KALUTARA,99.0,1373.0,6324.0,7796.0,99.0,1373.0,6283.0,7755.0,2726.0,3627.0,3478.0,3495.0,7153.0,25000.0,2015 Yala.csv,Yala,2015
KANDY,3880.0,2940.0,1732.0,8552.0,3880.0,2934.0,1731.0,8545.0,4039.0,3334.0,3300.0,3647.0,6757.0,24643.0,2015 Yala.csv,Yala,2015
MATALE,5390.0,4089.0,707.0,10186.0,5385.0,4071.0,696.0,10152.0,4695.0,3774.0,2893.0,4202.0,9130.0,38362.0,2015 Yala.csv,Yala,2015
NUWARAELIYA,507.0,1647.0,3.0,2157.0,507.0,1647.0,3.0,2157.0,3787.0,3992.0,2967.0,3943.0,1215.0,4792.0,2015 Yala.csv,Yala,2015
GALLE,12.0,304.0,5378.0,5694.0,10.0,299.0,4816.0,5125.0,2636.0,2241.0,2674.0,2649.0,4011.0,10626.0,2015 Yala.csv,Yala,2015
MATARA,3709.0,3108.0,6838.0,13655.0,3290.0,2906.0,6505.0,12701.0,4529.0,3406.0,3726.0,3861.0,10027.0,38709.0,2015 Yala.csv,Yala,2015
HAMBANTOTA,20302.0,4800.0,1200.0,26302.0,19722.0,4741.0,1163.0,25626.0,5523.0,4846.0,2901.0,5279.0,22389.0,118190.0,2015 Yala.csv,Yala,2015
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015 Yala.csv,Yala,2015
MANNAR,1500.0,1476.0,0.0,2976.0,1480.0,1318.0,0.0,2798.0,4904.0,5009.0,0.0,4954.0,2672.0,13236.0,2015 Yala.csv,Yala,2015
VAVUNIYA,2118.0,3598.0,6.0,5722.0,2107.0,3541.0,6.0,5654.0,4882.0,4567.0,2941.0,4683.0,5334.0,24978.0,2015 Yala.csv,Yala,2015
MULATIVU,4351.0,2618.0,0.0,6969.0,4351.0,2618.0,0.0,6969.0,4512.0,4586.0,0.0,4540.0,6575.0,29848.0,2015 Yala.csv,Yala,2015
KILLINOCHCHI,6806.0,48.0,0.0,6854.0,6806.0,48.0,0.0,6854.0,4646.0,2957.0,0.0,4634.0,6083.0,28189.0,2015 Yala.csv,Yala,2015
BATTICALOA,21587.0,3509.0,1915.0,27011.0,21536.0,3509.0,1915.0,26960.0,4834.0,4686.0,4779.0,4811.0,23795.0,114470.0,2015 Yala.csv,Yala,2015
AMPARA,62051.0,2379.0,1543.0,65973.0,62046.0,2379.0,1543.0,65968.0,4924.0,4812.0,4327.0,4906.0,63046.0,309335.0,2015 Yala.csv,Yala,2015
TRINCOMALEE,17570.0,3821.0,903.0,22294.0,17483.0,3821.0,903.0,22207.0,4820.0,4867.0,2761.0,4745.0,20631.0,97884.0,2015 Yala.csv,Yala,2015
KURUNEGALA,14559.0,29517.0,18573.0,62649.0,14550.0,29086.0,17682.0,61318.0,4640.0,3381.0,2971.0,3562.0,61319.0,218402.0,2015 Yala.csv,Yala,2015
PUTTALAM,7227.0,7333.0,767.0,15327.0,7221.0,7220.0,731.0,15172.0,4142.0,3591.0,2844.0,3817.0,12896.0,49227.0,2015 Yala.csv,Yala,2015
ANURADHAPURA,24617.0,25766.0,15.0,50398.0,24604.0,25483.0,15.0,50102.0,4928.0,4308.0,3172.0,4612.0,40287.0,185818.0,2015 Yala.csv,Yala,2015
POLONNARUWA,55532.0,6590.0,13.0,62135.0,55385.0,6401.0,13.0,61799.0,5140.0,5054.0,4427.0,5131.0,54668.0,280476.0,2015 Yala.csv,Yala,2015
BADULLA,8766.0,4278.0,30.0,13074.0,8766.0,4278.0,30.0,13074.0,4766.0,3840.0,2979.0,4459.0,11112.0,49547.0,2015 Yala.csv,Yala,2015
MONARAGALA,8258.0,6389.0,768.0,15415.0,8258.0,6378.0,767.0,15403.0,4359.0,3676.0,3053.0,4011.0,15095.0,60550.0,2015 Yala.csv,Yala,2015
RATNAPURA,2092.0,4796.0,1423.0,8311.0,2092.0,4783.0,1415.0,8290.0,4823.0,3250.0,3486.0,3688.0,7046.0,25984.0,2015 Yala.csv,Yala,2015
KEGALLE,0.0,1376.0,3347.0,4723.0,0.0,1364.0,3314.0,4678.0,0.0,3402.0,3452.0,3437.0,4382.0,15063.0,2015 Yala.csv,Yala,2015
UDA_WALAWE,12524.0,0.0,0.0,12524.0,12524.0,0.0,0.0,12524.0,6062.0,0.0,0.0,6062.0,12273.0,74400.0,2015 Yala.csv,Yala,2015
MAHAWELI_H,18064.0,0.0,0.0,18064.0,18064.0,0.0,0.0,18064.0,5526.0,0.0,0.0,5526.0,16200.0,89515.0,2015 Yala.csv,Yala,2015
COLOMBO,43.0,628.0,2225.0,2896.0,43.0,624.0,2221.0,2888.0,2696.0,3685.0,3351.0,3414.0,2455.0,8381.0,2015-2016 Maha.csv,Maha,2015-2016
GAMPAHA,1617.0,3207.0,5165.0,9989.0,1617.0,3201.0,5165.0,9983.0,3778.0,3943.0,3813.0,3849.0,8485.0,32661.0,2015-2016 Maha.csv,Maha,2015-2016
KALUTARA,129.0,1861.0,9746.0,11736.0,128.0,1860.0,9734.0,11722.0,3548.0,3223.0,3381.0,3358.0,10814.0,36314.0,2015-2016 Maha.csv,Maha,2015-2016
KANDY,4132.0,5167.0,2448.0,11747.0,4132.0,5160.0,2441.0,11733.0,4471.0,3275.0,3600.0,3764.0,9279.0,34921.0,2015-2016 Maha.csv,Maha,2015-2016
MATALE,6729.0,8253.0,4876.0,19858.0,6725.0,8239.0,4760.0,19724.0,4696.0,4343.0,4330.0,4460.0,17738.0,79115.0,2015-2016 Maha.csv,Maha,2015-2016
NUWARAELIYA,995.0,3854.0,17.0,4866.0,995.0,3854.0,17.0,4866.0,3828.0,3770.0,3160.0,3779.0,2742.0,10365.0,2015-2016 Maha.csv,Maha,2015-2016
GALLE,66.0,480.0,9628.0,10174.0,66.0,471.0,9581.0,10118.0,3200.0,2334.0,2994.0,2965.0,7919.0,23476.0,2015-2016 Maha.csv,Maha,2015-2016
MATARA,3338.0,2730.0,6032.0,12100.0,3206.0,2645.0,5997.0,11848.0,4118.0,3661.0,4196.0,4055.0,9353.0,37932.0,2015-2016 Maha.csv,Maha,2015-2016
HAMBANTOTA,20552.0,5845.0,1451.0,27848.0,19957.0,5776.0,1395.0,27128.0,5728.0,4995.0,2735.0,5418.0,23702.0,128424.0,2015-2016 Maha.csv,Maha,2015-2016
JAFFNA,0.0,0.0,10252.0,10252.0,0.0,0.0,8389.0,8389.0,0.0,0.0,2352.0,2352.0,7445.0,17511.0,2015-2016 Maha.csv,Maha,2015-2016
MANNAR,15408.0,3236.0,54.0,18698.0,15376.0,3234.0,54.0,18664.0,5030.0,4862.0,4227.0,4999.0,17821.0,89079.0,2015-2016 Maha.csv,Maha,2015-2016
VAVUNIYA,4134.0,11315.0,2029.0,17478.0,4134.0,11315.0,2029.0,17478.0,4188.0,4456.0,4171.0,4359.0,16491.0,71889.0,2015-2016 Maha.csv,Maha,2015-2016
MULATIVU,7299.0,4390.0,4357.0,16046.0,6719.0,4225.0,2471.0,13415.0,3714.0,3608.0,3396.0,3622.0,12658.0,45851.0,2015-2016 Maha.csv,Maha,2015-2016
KILLINOCHCHI,11273.0,344.0,12551.0,24168.0,11273.0,344.0,12551.0,24168.0,4004.0,3772.0,3925.0,3959.0,21446.0,84913.0,2015-2016 Maha.csv,Maha,2015-2016
BATTICALOA,20891.0,3006.0,38091.0,61988.0,18152.0,2801.0,35448.0,56401.0,2992.0,2774.0,3057.0,3022.0,49779.0,150434.0,2015-2016 Maha.csv,Maha,2015-2016
AMPARA,61986.0,3804.0,15196.0,80986.0,61773.0,3783.0,15196.0,80752.0,4671.0,4456.0,3641.0,4467.0,77174.0,344765.0,2015-2016 Maha.csv,Maha,2015-2016
TRINCOMALEE,18444.0,8641.0,7613.0,34698.0,18014.0,8636.0,7570.0,34220.0,4833.0,4459.0,4071.0,4570.0,31790.0,145279.0,2015-2016 Maha.csv,Maha,2015-2016
KURUNEGALA,15521.0,37432.0,27825.0,80778.0,15506.0,37384.0,27735.0,80625.0,4912.0,4087.0,3754.0,4131.0,80625.0,333062.0,2015-2016 Maha.csv,Maha,2015-2016
PUTTALAM,7835.0,10298.0,1957.0,20090.0,7638.0,10024.0,1908.0,19570.0,4219.0,3847.0,3883.0,3996.0,16634.0,66466.0,2015-2016 Maha.csv,Maha,2015-2016
ANURADHAPURA,29203.0,52935.0,14116.0,96254.0,29106.0,52658.0,14101.0,95865.0,5112.0,4666.0,4303.0,4748.0,77085.0,365988.0,2015-2016 Maha.csv,Maha,2015-2016
POLONNARUWA,56832.0,6649.0,1721.0,65202.0,56774.0,6628.0,1721.0,65123.0,5109.0,5026.0,3443.0,5056.0,57608.0,291274.0,2015-2016 Maha.csv,Maha,2015-2016
BADULLA,11075.0,10442.0,5772.0,27289.0,11075.0,10442.0,5772.0,27289.0,4821.0,4197.0,3502.0,4303.0,23195.0,99813.0,2015-2016 Maha.csv,Maha,2015-2016
MONARAGALA,9271.0,10423.0,17989.0,37683.0,9271.0,10409.0,17976.0,37656.0,4516.0,4249.0,3207.0,3817.0,36902.0,140855.0,2015-2016 Maha.csv,Maha,2015-2016
RATNAPURA,2120.0,6289.0,2754.0,11163.0,2119.0,6269.0,2737.0,11125.0,4801.0,3764.0,3421.0,3877.0,9456.0,36660.0,2015-2016 Maha.csv,Maha,2015-2016
KEGALLE,0.0,1772.0,3985.0,5757.0,0.0,1757.0,3956.0,5713.0,0.0,4500.0,3681.0,3933.0,5352.0,21046.0,2015-2016 Maha.csv,Maha,2015-2016
UDA_WALAWE,12224.0,0.0,0.0,12224.0,12224.0,0.0,0.0,12224.0,5907.0,0.0,0.0,5907.0,11979.0,70757.0,2015-2016 Maha.csv,Maha,2015-2016
MAHAWELI_H,24037.0,0.0,0.0,24037.0,24037.0,0.0,0.0,24037.0,6284.0,0.0,0.0,6284.0,21556.0,135462.0,2015-2016 Maha.csv,Maha,2015-2016
COLOMBO,5.0,113.0,284.0,402.0,5.0,113.0,280.0,398.0,2463.0,2236.0,2703.0,2567.0,338.0,869.0,2016 Yala.csv,Yala,2016
GAMPAHA,841.0,391.0,671.0,1903.0,841.0,384.0,650.0,1875.0,2962.0,2714.0,2362.0,2703.0,1594.0,4308.0,2016 Yala.csv,Yala,2016
KALUTARA,38.0,473.0,2288.0,2799.0,38.0,471.0,2277.0,2786.0,3179.0,3204.0,2898.0,2954.0,2570.0,7592.0,2016 Yala.csv,Yala,2016
KANDY,3858.0,2492.0,1215.0,7565.0,3858.0,2489.0,1205.0,7552.0,4486.0,2292.0,3048.0,3533.0,5973.0,21103.0,2016 Yala.csv,Yala,2016
MATALE,4381.0,2798.0,235.0,7414.0,4377.0,2758.0,229.0,7364.0,4987.0,4814.0,3814.0,4886.0,6623.0,32359.0,2016 Yala.csv,Yala,2016
NUWARAELIYA,446.0,1569.0,2.0,2017.0,445.0,1568.0,2.0,2015.0,3815.0,3152.0,1656.0,3297.0,1135.0,3744.0,2016 Yala.csv,Yala,2016
GALLE,0.0,10.0,1189.0,1199.0,0.0,10.0,1170.0,1180.0,0.0,2657.0,3152.0,3148.0,924.0,2908.0,2016 Yala.csv,Yala,2016
MATARA,2147.0,1538.0,2719.0,6404.0,2094.0,1526.0,2714.0,6334.0,3558.0,3525.0,3953.0,3719.0,5000.0,18597.0,2016 Yala.csv,Yala,2016
HAMBANTOTA,18790.0,3195.0,459.0,22444.0,18537.0,3076.0,429.0,22042.0,5224.0,5825.0,2687.0,5259.0,19258.0,101267.0,2016 Yala.csv,Yala,2016
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016 Yala.csv,Yala,2016
MANNAR,956.0,1460.0,0.0,2416.0,946.0,1054.0,0.0,2000.0,5283.0,3155.0,0.0,4162.0,1910.0,7949.0,2016 Yala.csv,Yala,2016
VAVUNIYA,1123.0,2248.0,0.0,3371.0,1121.0,0.0,0.0,1121.0,4165.0,0.0,0.0,4165.0,1058.0,4405.0,2016 Yala.csv,Yala,2016
MULATIVU,4059.0,1285.0,0.0,5344.0,4059.0,1285.0,0.0,5344.0,4333.0,4185.0,0.0,4297.0,5042.0,21666.0,2016 Yala.csv,Yala,2016
KILLINOCHCHI,2382.0,60.0,0.0,2442.0,2382.0,60.0,0.0,2442.0,4380.0,3606.0,0.0,4360.0,2168.0,9452.0,2016 Yala.csv,Yala,2016
BATTICALOA,22694.0,3483.0,1183.0,27360.0,22694.0,3483.0,1153.0,27330.0,3495.0,3709.0,3836.0,3536.0,24122.0,85305.0,2016 Yala.csv,Yala,2016
AMPARA,60480.0,2125.0,1399.0,64004.0,60479.0,2125.0,1399.0,64003.0,4729.0,5440.0,5337.0,4766.0,61167.0,291520.0,2016 Yala.csv,Yala,2016
TRINCOMALEE,16978.0,3985.0,0.0,20963.0,16978.0,3985.0,0.0,20963.0,4928.0,4754.0,0.0,4895.0,19474.0,95320.0,2016 Yala.csv,Yala,2016
KURUNEGALA,13890.0,22112.0,14188.0,50190.0,13858.0,21614.0,13884.0,49356.0,4524.0,3459.0,2675.0,3537.0,49357.0,174599.0,2016 Yala.csv,Yala,2016
PUTTALAM,6565.0,6901.0,684.0,14150.0,6377.0,6541.0,651.0,13569.0,3633.0,2960.0,3081.0,3282.0,11533.0,37850.0,2016 Yala.csv,Yala,2016
ANURADHAPURA,19143.0,19538.0,20.0,38701.0,19085.0,19118.0,20.0,38223.0,4380.0,4208.0,5855.0,4295.0,30735.0,131995.0,2016 Yala.csv,Yala,2016
POLONNARUWA,51258.0,5006.0,0.0,56264.0,51239.0,5006.0,0.0,56245.0,5029.0,5240.0,0.0,5047.0,49754.0,251131.0,2016 Yala.csv,Yala,2016
BADULLA,8539.0,4123.0,17.0,12679.0,8539.0,4123.0,17.0,12679.0,4785.0,3656.0,2573.0,4415.0,10778.0,47583.0,2016 Yala.csv,Yala,2016
MONARAGALA,6156.0,2998.0,251.0,9405.0,6156.0,2985.0,243.0,9384.0,4503.0,4153.0,3400.0,4363.0,9196.0,40121.0,2016 Yala.csv,Yala,2016
RATNAPURA,1760.0,3596.0,849.0,6205.0,1741.0,3556.0,835.0,6132.0,5083.0,3992.0,3039.0,4172.0,5212.0,21745.0,2016 Yala.csv,Yala,2016
KEGALLE,0.0,700.0,1762.0,2462.0,0.0,686.0,1732.0,2418.0,0.0,3416.0,3323.0,3349.0,2266.0,7588.0,2016 Yala.csv,Yala,2016
UDA_WALAWE,10588.0,0.0,0.0,10588.0,10588.0,0.0,0.0,10588.0,6365.0,0.0,0.0,6365.0,10376.0,66042.0,2016 Yala.csv,Yala,2016
MAHAWELI_H,6627.0,0.0,0.0,6627.0,6627.0,0.0,0.0,6627.0,5111.0,0.0,0.0,5111.0,5943.0,30374.0,2016 Yala.csv,Yala,2016
COLOMBO,48.0,506.0,1688.0,2242.0,48.0,506.0,1687.0,2241.0,3527.0,3479.0,3422.0,3437.0,1905.0,6546.0,2016-2017 Maha.csv,Maha,2016-2017
GAMPAHA,1418.0,2561.0,3953.0,7932.0,735.0,1715.0,2548.0,4998.0,2266.0,3479.0,3556.0,3340.0,4248.0,14187.0,2016-2017 Maha.csv,Maha,2016-2017
KALUTARA,98.0,1386.0,7354.0,8838.0,98.0,1384.0,7352.0,8834.0,3061.0,3481.0,3588.0,3565.0,8149.0,29051.0,2016-2017 Maha.csv,Maha,2016-2017
KANDY,3548.0,3618.0,1394.0,8560.0,3536.0,3540.0,1224.0,8300.0,5142.0,4054.0,3105.0,4377.0,6563.0,28730.0,2016-2017 Maha.csv,Maha,2016-2017
MATALE,4818.0,2792.0,1739.0,9349.0,4608.0,2571.0,869.0,8048.0,4807.0,4200.0,3974.0,4523.0,7237.0,32734.0,2016-2017 Maha.csv,Maha,2016-2017
NUWARAELIYA,995.0,3316.0,11.0,4322.0,995.0,3316.0,11.0,4322.0,3631.0,3977.0,3893.0,3897.0,2435.0,9490.0,2016-2017 Maha.csv,Maha,2016-2017
GALLE,66.0,263.0,7789.0,8118.0,66.0,244.0,7777.0,8087.0,3477.0,3481.0,3546.0,3543.0,6328.0,22423.0,2016-2017 Maha.csv,Maha,2016-2017
MATARA,3411.0,2823.0,5345.0,11579.0,3380.0,2817.0,5312.0,11509.0,4767.0,4687.0,4413.0,4584.0,9087.0,41652.0,2016-2017 Maha.csv,Maha,2016-2017
HAMBANTOTA,17858.0,3161.0,992.0,22011.0,17703.0,3084.0,963.0,21750.0,5387.0,4943.0,3787.0,5253.0,19003.0,99825.0,2016-2017 Maha.csv,Maha,2016-2017
JAFFNA,0.0,0.0,10049.0,10049.0,0.0,0.0,1830.0,1830.0,0.0,0.0,2021.0,2021.0,1624.0,3283.0,2016-2017 Maha.csv,Maha,2016-2017
MANNAR,11586.0,2949.0,30.0,14565.0,11211.0,2652.0,0.0,13863.0,4543.0,2968.0,0.0,4242.0,13236.0,56149.0,2016-2017 Maha.csv,Maha,2016-2017
VAVUNIYA,2845.0,6854.0,1316.0,11015.0,2622.0,2640.0,139.0,5401.0,4395.0,4307.0,3688.0,4334.0,5095.0,22083.0,2016-2017 Maha.csv,Maha,2016-2017
MULATIVU,7226.0,4504.0,3932.0,15662.0,3594.0,1316.0,857.0,5767.0,3231.0,2166.0,3020.0,2957.0,5441.0,16087.0,2016-2017 Maha.csv,Maha,2016-2017
KILLINOCHCHI,11352.0,434.0,13170.0,24956.0,9838.0,304.0,4921.0,15063.0,4106.0,3331.0,3778.0,3983.0,13366.0,53241.0,2016-2017 Maha.csv,Maha,2016-2017
BATTICALOA,20104.0,3397.0,39335.0,62836.0,17788.0,2609.0,16469.0,36866.0,3078.0,2709.0,1880.0,2516.0,32537.0,81878.0,2016-2017 Maha.csv,Maha,2016-2017
AMPARA*,62222.0,3667.0,15569.0,81458.0,59214.0,1507.0,7016.0,67737.0,5074.0,3226.0,2681.0,4785.0,64736.0,309733.0,2016-2017 Maha.csv,Maha,2016-2017
TRINCOMALEE,16131.0,5753.0,7352.0,29236.0,15127.0,2601.0,647.0,18375.0,4579.0,3307.0,3380.0,4356.0,17071.0,74365.0,2016-2017 Maha.csv,Maha,2016-2017
KURUNEGALA,10235.0,17599.0,18954.0,46788.0,8180.0,6933.0,3368.0,18481.0,5014.0,4061.0,4373.0,4540.0,18481.0,83898.0,2016-2017 Maha.csv,Maha,2016-2017
PUTTALAM,4678.0,5356.0,1502.0,11536.0,3961.0,2273.0,543.0,6777.0,4005.0,3022.0,3380.0,3625.0,5761.0,20885.0,2016-2017 Maha.csv,Maha,2016-2017
ANURADHAPURA,12610.0,15784.0,9459.0,37853.0,11643.0,7704.0,389.0,19736.0,4827.0,4295.0,4248.0,4608.0,15870.0,73127.0,2016-2017 Maha.csv,Maha,2016-2017
POLONNARUWA*,43672.0,5175.0,774.0,49621.0,42034.0,5175.0,573.0,47782.0,5198.0,4271.0,3747.0,5080.0,42268.0,214722.0,2016-2017 Maha.csv,Maha,2016-2017
BADULLA,9914.0,6955.0,2924.0,19793.0,9793.0,6811.0,1405.0,18009.0,4936.0,4072.0,2265.0,4401.0,15308.0,67366.0,2016-2017 Maha.csv,Maha,2016-2017
MONARAGALA,6135.0,6546.0,12999.0,25680.0,5974.0,4900.0,1751.0,12625.0,4589.0,3437.0,3007.0,3922.0,12371.0,48526.0,2016-2017 Maha.csv,Maha,2016-2017
RATNAPURA,1853.0,4370.0,1732.0,7955.0,1851.0,4247.0,1651.0,7749.0,4978.0,3471.0,2843.0,3697.0,6587.0,24353.0,2016-2017 Maha.csv,Maha,2016-2017
KEGALLE,0.0,1168.0,2523.0,3691.0,0.0,686.0,1159.0,1845.0,0.0,4057.0,3960.0,3996.0,1728.0,6906.0,2016-2017 Maha.csv,Maha,2016-2017
UDA_WALAWE,1206.0,0.0,0.0,1206.0,1206.0,0.0,0.0,1206.0,5085.0,0.0,0.0,5085.0,1182.0,6010.0,2016-2017 Maha.csv,Maha,2016-2017
MAHAWELI_H,5705.0,0.0,0.0,5705.0,5655.0,0.0,0.0,5655.0,5241.0,0.0,0.0,5241.0,5072.0,26582.0,2016-2017 Maha.csv,Maha,2016-2017
COLOMBO,24.0,224.0,698.0,946.0,23.0,218.0,667.0,908.0,2584.0,2627.0,2755.0,2720.0,772.0,2099.0,2017 Yala.csv,Yala,2017
GAMPAHA,887.0,656.0,1185.0,2728.0,830.0,598.0,1168.0,2596.0,3368.0,2621.0,2203.0,2672.0,2206.0,5895.0,2017 Yala.csv,Yala,2017
KALUTARA,102.0,974.0,4709.0,5785.0,102.0,941.0,4592.0,5635.0,3123.0,3065.0,3263.0,3228.0,5199.0,16778.0,2017 Yala.csv,Yala,2017
KANDY,3645.0,1979.0,653.0,6277.0,3645.0,1943.0,631.0,6219.0,5013.0,3084.0,2559.0,4162.0,4918.0,20468.0,2017 Yala.csv,Yala,2017
MATALE,3520.0,1732.0,205.0,5457.0,3339.0,1628.0,171.0,5138.0,4435.0,4054.0,3319.0,4277.0,4620.0,19762.0,2017 Yala.csv,Yala,2017
NUWARAELIYA,279.0,862.0,1.0,1142.0,279.0,862.0,1.0,1142.0,4152.0,3447.0,2654.0,3619.0,644.0,2329.0,2017 Yala.csv,Yala,2017
GALLE,0.0,102.0,4817.0,4919.0,0.0,98.0,4752.0,4850.0,0.0,2692.0,2443.0,2448.0,3795.0,9291.0,2017 Yala.csv,Yala,2017
MATARA,3626.0,2885.0,5410.0,11921.0,3554.0,2836.0,5246.0,11636.0,3841.0,3333.0,3340.0,3491.0,9188.0,32078.0,2017 Yala.csv,Yala,2017
HAMBANTOTA,17090.0,3155.0,722.0,20967.0,16940.0,3118.0,714.0,20772.0,5667.0,4130.0,3073.0,5348.0,18149.0,97050.0,2017 Yala.csv,Yala,2017
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017 Yala.csv,Yala,2017
MANNAR,0.0,101.0,0.0,101.0,0.0,101.0,0.0,101.0,0.0,2839.0,0.0,2839.0,97.0,274.0,2017 Yala.csv,Yala,2017
VAVUNIYA,159.0,328.0,0.0,487.0,159.0,312.0,0.0,471.0,5321.0,3871.0,0.0,4361.0,445.0,1940.0,2017 Yala.csv,Yala,2017
MULATIVU,747.0,187.0,0.0,934.0,747.0,158.0,0.0,905.0,3195.0,3273.0,0.0,3209.0,855.0,2742.0,2017 Yala.csv,Yala,2017
KILLINOCHCHI,1365.0,64.0,0.0,1429.0,1287.0,64.0,0.0,1351.0,3992.0,4289.0,0.0,4006.0,1198.0,4801.0,2017 Yala.csv,Yala,2017
BATTICALOA,19696.0,3312.0,1203.0,24211.0,19024.0,2706.0,481.0,22211.0,3294.0,4296.0,4006.0,3431.0,19603.0,67263.0,2017 Yala.csv,Yala,2017
AMPARA,43832.0,2255.0,215.0,46302.0,43501.0,2221.0,215.0,45937.0,4279.0,3773.0,3629.0,4251.0,43902.0,186647.0,2017 Yala.csv,Yala,2017
TRINCOMALEE,8031.0,946.0,0.0,8977.0,7982.0,908.0,0.0,8890.0,4861.0,4691.0,0.0,4843.0,8259.0,40002.0,2017 Yala.csv,Yala,2017
KURUNEGALA,4675.0,4031.0,7118.0,15824.0,4607.0,2395.0,2726.0,9728.0,4954.0,2812.0,3219.0,3940.0,9728.0,38332.0,2017 Yala.csv,Yala,2017
PUTTALAM,1161.0,980.0,322.0,2463.0,761.0,84.0,136.0,981.0,3731.0,5025.0,5048.0,4024.0,834.0,3356.0,2017 Yala.csv,Yala,2017
ANURADHAPURA,5833.0,2410.0,282.0,8525.0,5726.0,2274.0,272.0,8272.0,4230.0,3116.0,3782.0,3909.0,6652.0,26004.0,2017 Yala.csv,Yala,2017
POLONNARUWA,36736.0,4138.0,8.0,40882.0,36363.0,3861.0,4.0,40228.0,4943.0,4275.0,2855.0,4878.0,35585.0,173595.0,2017 Yala.csv,Yala,2017
BADULLA,5122.0,3535.0,11.0,8668.0,5121.0,3529.0,11.0,8661.0,4822.0,3877.0,2886.0,4434.0,7363.0,32648.0,2017 Yala.csv,Yala,2017
MONARAGALA,6046.0,3605.0,249.0,9900.0,6045.0,3517.0,165.0,9727.0,4891.0,3920.0,2604.0,4502.0,9532.0,42911.0,2017 Yala.csv,Yala,2017
RATNAPURA,1857.0,3532.0,681.0,6070.0,1846.0,3471.0,643.0,5960.0,3167.0,3418.0,2733.0,3267.0,5066.0,16549.0,2017 Yala.csv,Yala,2017
KEGALLE,0.0,544.0,1132.0,1676.0,0.0,535.0,1125.0,1660.0,0.0,2701.0,2951.0,2871.0,1555.0,4463.0,2017 Yala.csv,Yala,2017
UDA_WALAWE,6225.0,0.0,0.0,6225.0,6225.0,0.0,0.0,6225.0,5770.0,0.0,0.0,5770.0,6101.0,35202.0,2017 Yala.csv,Yala,2017
MAHAWELI_H,6307.0,0.0,0.0,6307.0,6275.0,0.0,0.0,6275.0,4770.0,0.0,0.0,4770.0,5627.0,26842.0,2017 Yala.csv,Yala,2017
COLOMBO,296.0,760.0,2127.0,3183.0,296.0,760.0,2127.0,3183.0,3487.0,3245.0,3529.0,3458.0,2705.0,9354.0,2017-2018 Maha.csv,Maha,2017-2018
GAMPAHA,1549.0,3505.0,5594.0,10648.0,1469.0,3485.0,5562.0,10516.0,3931.0,4177.0,3495.0,3782.0,8939.0,33805.0,2017-2018 Maha.csv,Maha,2017-2018
KALUTARA,143.0,1412.0,9529.0,11084.0,143.0,1410.0,9486.0,11039.0,3532.0,3497.0,3325.0,3349.0,10184.0,34107.0,2017-2018 Maha.csv,Maha,2017-2018
KANDY,4214.0,4825.0,1996.0,11035.0,4214.0,4802.0,1826.0,10842.0,4714.0,3484.0,2824.0,3851.0,8574.0,33019.0,2017-2018 Maha.csv,Maha,2017-2018
MATALE,6944.0,6421.0,3515.0,16880.0,6900.0,6179.0,2887.0,15966.0,4268.0,5165.0,4685.0,4690.0,14359.0,67348.0,2017-2018 Maha.csv,Maha,2017-2018
